#scalar perturbations for mode k = 3.115658154372e-02 Mpc^(-1)
#    1:tau [Mpc]              2:a                      3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_ur              14:theta_ur              15:shear_ur              16:delta_cdm             17:theta_cdm          
       1.353749015728e+03       1.018200761025e-02      -7.633466990533e-01       4.134769740675e-04      -1.416477676300e-02      -6.054859655004e-03       2.873044614000e-03       2.487873288290e-03      -5.039789771699e+01       8.766057555408e-02       1.791934241043e-01       1.791933436336e-01      -7.542485892356e-01       5.889303471886e-05       2.007068383103e-02      -7.920481027034e+01       9.329741644155e-02 
       1.358999643059e+03       1.024980295586e-02      -7.663942665294e-01       4.336984727456e-04      -1.755477300906e-02      -6.475191579417e-03       2.262208167818e-03       2.433842990944e-03      -5.085910554873e+01       8.799095672217e-02       1.791715499427e-01       1.791709017135e-01      -7.542250837278e-01      -9.108030844776e-05       1.989278201203e-02      -7.969551718617e+01       9.359058164886e-02 
       1.364250270390e+03       1.031781701022e-02      -7.696253071374e-01       4.655508563988e-04      -2.032781252967e-02      -6.794481171499e-03       1.639190795421e-03       2.341267048541e-03      -5.132204666098e+01       8.832102466435e-02       1.791498197519e-01       1.791486610827e-01      -7.531583736687e-01      -2.382381280539e-04       1.919849232368e-02      -8.018776294998e+01       9.388380403541e-02 
       1.369500897721e+03       1.038604977338e-02      -7.731088676738e-01       5.054285490163e-04      -2.241604672858e-02      -7.011530277872e-03       1.013760773025e-03       2.209973953430e-03      -5.178671941379e+01       8.865078315539e-02       1.791282242016e-01       1.791266235019e-01      -7.510818835898e-01      -3.786885213561e-04       1.801032715673e-02      -8.068154785366e+01       9.417708243057e-02 
       1.374751525052e+03       1.045450124538e-02      -7.768873916733e-01       5.493593075982e-04      -2.377164110081e-02      -7.126741293891e-03       3.956947632934e-04       2.040380101214e-03      -5.225312218800e+01       8.898023586606e-02       1.791067559169e-01       1.791047903172e-01      -7.480556145046e-01      -5.087473231975e-04       1.636368616545e-02      -8.117687218415e+01       9.447041564561e-02 
       1.380002152383e+03       1.052317142625e-02      -7.809746401201e-01       5.931448814358e-04      -2.436800955071e-02      -7.142106273706e-03      -2.053740348863e-04       1.833500520422e-03      -5.272125338506e+01       8.930938638940e-02       1.790854095163e-01       1.790831623398e-01      -7.441643517522e-01      -6.250340314672e-04       1.430582727009e-02      -8.167373622370e+01       9.476380249823e-02 
       1.385252779714e+03       1.059206031603e-02      -7.853546228576e-01       6.325084897017e-04      -2.420045689844e-02      -7.061171222611e-03      -7.801069885840e-04       1.590947254825e-03      -5.319111142700e+01       8.963823824654e-02       1.790641816050e-01       1.790617397566e-01      -7.395152299815e-01      -7.245590283168e-04       1.189452835618e-02      -8.217214025029e+01       9.505724181653e-02 
       1.390503407045e+03       1.066116791478e-02      -7.899815737221e-01       6.632448096066e-04      -2.328621415638e-02      -6.888975861292e-03      -1.319607699366e-03       1.314915213326e-03      -5.366269475624e+01       8.996679489183e-02       1.790430707236e-01       1.790405220697e-01      -7.342347225616e-01      -8.047998367333e-04       9.196480030510e-03      -8.267208453785e+01       9.535073244246e-02 
       1.395754034376e+03       1.073049422253e-02      -7.947809716250e-01       6.813679849561e-04      -2.166386797006e-02      -6.631969670569e-03      -1.815563519920e-03       1.008155598050e-03      -5.413600183531e+01       9.029505972568e-02       1.790220772559e-01       1.790195080678e-01      -7.284651406718e-01      -8.637644330757e-04       6.285456144195e-03      -8.317356935644e+01       9.564427324260e-02 
       1.401004661707e+03       1.080003923932e-02      -7.996515780095e-01       6.832532320102e-04      -1.939220237985e-02      -6.297905471939e-03      -2.260378294561e-03       6.739373027669e-04      -5.461103114666e+01       9.062303610974e-02       1.790012032977e-01       1.789986958275e-01      -7.223607397539e-01      -9.000400290023e-04       3.240311687526e-03      -8.367659497239e+01       9.593786312151e-02 
       1.406255289038e+03       1.086980296520e-02      -8.044684307909e-01       6.657678714118e-04      -1.654848682178e-02      -5.895712182942e-03      -2.647293870601e-03       3.159969381816e-04      -5.508778119233e+01       9.095072737856e-02       1.789804524921e-01       1.789780827430e-01      -7.160835392939e-01      -9.128261606961e-04       1.428609946916e-04      -8.418116164846e+01       9.623150103136e-02 
       1.411505916369e+03       1.093978540022e-02      -8.090867070230e-01       6.263879462007e-04      -1.322625881372e-02      -5.435348754423e-03      -2.970498122274e-03      -6.152160642279e-05      -5.556625049370e+01       9.127813684777e-02       1.789598298361e-01       1.789576655833e-01      -7.097989680287e-01      -9.019513387812e-04      -2.924307156099e-03      -8.468726964389e+01       9.652518597816e-02 
       1.416756543700e+03       1.100998654442e-02      -8.133463411926e-01       5.632969755385e-04      -9.532663043049e-03      -4.927641657157e-03      -3.225217446998e-03      -4.541369159590e-04      -5.604643759114e+01       9.160526782123e-02       1.789393414636e-01       1.789374405711e-01      -7.036714508263e-01      -8.678729341885e-04      -5.880018968569e-03      -8.519491921452e+01       9.681891702707e-02 
       1.421062324584e+03       1.106771826089e-02      -8.164526555696e-01       4.931163821637e-04      -6.308935467244e-03      -4.484028225217e-03      -3.380389315546e-03      -7.840473494371e-04      -5.644149630445e+01       9.187332639236e-02       1.789226449855e-01       1.789209953763e-01      -6.988756304185e-01      -8.233434506282e-04      -8.166067047562e-03      -8.561236823033e+01       9.705982527438e-02 
       1.425368105468e+03       1.112559705567e-02      -8.191072797368e-01       4.061339361789e-04      -2.983223775913e-03      -4.022926761984e-03      -3.485591333571e-03      -1.118218014919e-03      -5.683770845190e+01       9.214120160893e-02       1.789060478820e-01       1.789046741929e-01      -6.943756699201e-01      -7.648016178089e-04      -1.028477382071e-02      -8.603085423677e+01       9.730076338261e-02 
       1.429673886351e+03       1.118362292879e-02      -8.212143009382e-01       3.025925692249e-04       3.737853073114e-04      -3.551106098230e-03      -3.539933831537e-03      -1.453895758048e-03      -5.723507325509e+01       9.240889516866e-02       1.788895547180e-01       1.788884745607e-01      -6.902488999893e-01      -6.933743229933e-04      -1.219927092255e-02      -8.645037736869e+01       9.754173081340e-02 
       1.433979667235e+03       1.124179588027e-02      -8.226803203342e-01       1.831324019241e-04       3.690739448045e-03      -3.075418142034e-03      -3.543079434710e-03      -1.788314186218e-03      -5.763358994455e+01       9.267640907135e-02       1.788731698285e-01       1.788723936238e-01      -6.865655329471e-01      -6.104120323015e-04      -1.387655005035e-02      -8.687093776026e+01       9.778272735952e-02 
       1.438285448119e+03       1.130011591016e-02      -8.234167280645e-01       4.878656104683e-05       6.896972445031e-03      -2.602723498165e-03      -3.495244747252e-03      -2.118728062521e-03      -5.803325775925e+01       9.294374529487e-02       1.788568976019e-01       1.788564285564e-01      -6.833874460653e-01      -5.174636335099e-04      -1.528802959643e-02      -8.729253554470e+01       9.802375282016e-02 
       1.442591229003e+03       1.135858301846e-02      -8.233419456501e-01      -9.903158728922e-05       9.923851464859e-03      -2.139816959420e-03      -3.397195237795e-03      -2.442447915356e-03      -5.843407594433e+01       9.321090535062e-02       1.788407428935e-01       1.788405771174e-01      -6.807671196816e-01      -4.162476209072e-04      -1.641003890709e-02      -8.771517085205e+01       9.826480655584e-02 
       1.446755384257e+03       1.141526692967e-02      -7.152829655577e-01      -2.708964900590e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -5.882300610037e+01       9.348143052880e-02       1.788102500636e-01       1.788102500636e-01      -7.149789077730e-01      -2.663733017866e-05       0.000000000000e+00      -8.812508178685e+01       9.851029857700e-02 
       1.449193138968e+03       1.144851432121e-02      -7.152493401726e-01      -2.696203589538e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -5.905121748731e+01       9.363223140865e-02       1.788018063257e-01       1.788018063257e-01      -7.149467485502e-01      -2.651260142833e-05       0.000000000000e+00      -8.836552323614e+01       9.864653909392e-02 
       1.451630893678e+03       1.148180885664e-02      -7.152158442354e-01      -2.683522754143e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -5.927979488708e+01       9.378298184181e-02       1.787933957379e-01       1.787933957379e-01      -7.149147094259e-01      -2.638865456450e-05       0.000000000000e+00      -8.860629546596e+01       9.878279254130e-02 
       1.463468270976e+03       1.164415248159e-02      -7.150525731743e-01      -2.623073768833e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -6.039462063527e+01       9.451477862367e-02       1.787524107950e-01       1.787524107950e-01      -7.147583803886e-01      -2.579773584965e-05       0.000000000000e+00      -8.977987330147e+01       9.944502475776e-02 
       1.475305648274e+03       1.180760772714e-02      -7.148912982983e-01      -2.564437771534e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -6.151792961772e+01       9.524562403236e-02       1.787119419637e-01       1.787119419637e-01      -7.146038365439e-01      -2.522443502892e-05       0.000000000000e+00      -9.096113645047e+01       1.001077280747e-01 
       1.487143025572e+03       1.197217459393e-02      -7.147329068372e-01      -2.507545445318e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -6.264983022481e+01       9.597536048629e-02       1.786722100749e-01       1.786722100749e-01      -7.144519736086e-01      -2.466808397160e-05       0.000000000000e+00      -9.215019767263e+01       1.007707274076e-01 
       1.498980402870e+03       1.213785308259e-02      -7.145776482233e-01      -2.452331588292e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -6.379035168114e+01       9.670395379488e-02       1.786332764957e-01       1.786332764957e-01      -7.143030487283e-01      -2.412805292572e-05       0.000000000000e+00      -9.334709851892e+01       1.014339569363e-01 
       1.519572510729e+03       1.242871352015e-02      -7.143149479081e-01      -2.360097309220e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -6.579490115897e+01       9.796872836118e-02       1.785674276417e-01       1.785674276417e-01      -7.140509235639e-01      -2.322572530068e-05       0.000000000000e+00      -9.544791767832e+01       1.025881685692e-01 
       1.540164618588e+03       1.272293789939e-02      -7.140612447373e-01      -2.272451004372e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -6.782545584215e+01       9.923025596628e-02       1.785038662390e-01       1.785038662390e-01      -7.138072632670e-01      -2.236803269696e-05       0.000000000000e+00      -9.757250530513e+01       1.037429900516e-01 
       1.560756726447e+03       1.302052622426e-02      -7.138161325048e-01      -2.189110023490e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -6.988195133595e+01       1.004886879190e-01       1.784424865762e-01       1.784424865762e-01      -7.135716945340e-01      -2.155224000977e-05       0.000000000000e+00      -9.972087342405e+01       1.048983968745e-01 
       1.581348834306e+03       1.332147849892e-02      -7.135792245186e-01      -2.109812080212e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -7.196432485046e+01       1.017441662379e-01       1.783831882492e-01       1.783831882492e-01      -7.133438611755e-01      -2.077580805024e-05       0.000000000000e+00      -1.018930335675e+02       1.060543620882e-01 
